184,Burundi,0.404,,0.276,,31.5,,4,,30.6,,40.8,,0.338,,36.9,,0.249,,14.1,,0.251,,4.8,f,1.3,f,33.4,f
185,Burkina Faso,0.402,,0.267,,33.6,,2,,33.3,,37.1,,0.377,,38.6,,0.161,,24.2,,0.313,,5.3,,1.5,,35.3,
186,Chad,0.396,,0.238,,39.9,,-1,,39.6,,46.2,,0.264,,41.9,,0.163,,30.7,,0.313,,10.0,,2.2,,43.3,
187,Niger,0.353,,0.253,,28.3,,1,,27.5,,35.3,,0.417,,35.0,,0.134,,12.3,,0.290,,5.4,,1.4,,34.0,
188,Central African Republic,0.352,,0.199,,43.5,,0,,43.1,,45.7,,0.263,,34.5,,0.221,,49.2,,0.136,,18.3,f,4.5,f,56.2,f
,OTHER COUNTRIES OR TERRITORIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),..,,..,,..,,..,,..,,15.4,,0.658,,..,,..,,..,,..,,..,,..,,..,
,Marshall Islands,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
,Monaco,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
,Nauru,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
,San Marino,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
,Somalia,..,,..,,..,,..,,..,,42.1,,0.318,,43.5,,..,,..,,..,,..,,..,,..,
,Tuvalu,..,,..,,..,,..,,..,,..,,..,,10.5,,..,,..,,..,,7.7,,1.9,,41.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Very high human development,0.892,,0.793,,11.1,,—,,10.9,,5.4,,0.865,,7.2,,0.797,,19.9,,0.723,,—,,—,,—,
,High human development,0.746,,0.597,,20.0,,—,,19.6,,10.5,,0.764,,18.3,,0.535,,30.0,,0.521,,—,,—,,—,
,Medium human development,0.631,,0.469,,25.7,,—,,25.5,,22.6,,0.578,,33.7,,0.357,,20.1,,0.500,,—,,—,,—,
,Low human development,0.497,,0.337,,32.3,,—,,32.0,,35.1,,0.392,,37.1,,0.258,,23.9,,0.377,,—,,—,,—,
,Developing countries,0.668,,0.499,,25.2,,—,,25.1,,19.6,,0.619,,31.0,,0.391,,24.7,,0.515,,—,,—,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,0.687,,0.498,,27.5,,—,,27.1,,17.9,,0.642,,37.1,,0.347,,26.2,,0.556,,—,,—,,—,
,East Asia and the Pacific,0.720,,0.581,,19.3,,—,,19.0,,11.2,,0.740,,18.3,,0.505,,27.4,,0.526,,—,,—,,—,
,Europe and Central Asia,0.756,,0.660,,12.7,,—,,12.6,,13.2,,0.702,,7.9,,0.670,,16.7,,0.611,,—,,—,,—,
,Latin America and the Caribbean,0.751,,0.575,,23.4,,—,,22.9,,14.0,,0.730,,19.7,,0.537,,34.9,,0.486,,—,,—,,—,
,South Asia,0.621,,0.449,,27.7,,—,,27.1,,23.9,,0.570,,39.5,,0.314,,17.8,,0.504,,—,,—,,—,
,Sub-Saharan Africa,0.523,,0.355,,32.2,,—,,32.1,,34.9,,0.389,,34.0,,0.297,,27.4,,0.386,,—,,—,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,0.508,,0.356,,30.0,,—,,29.8,,30.5,,0.466,,35.3,,0.264,,23.6,,0.366,,—,,—,,—,
,Small island developing states,0.667,,0.500,,25.1,,—,,24.7,,19.2,,0.625,,20.7,,0.469,,34.3,,0.426,,—,,—,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Organisation for Economic Co-operation and Development,0.887,,0.776,,12.6,,—,,12.3,,5.9,,0.873,,9.5,,0.758,,21.5,,0.704,,—,,—,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,0.717,,0.557,,22.3,,—,,22.3,,17.1,,0.658,,25.9,,0.458,,23.8,,0.573,,—,,—,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,a. See http://hdr.undp.org/en/composite/IHDI for the list of surveys used to estimate inequalities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. Based on countries for which an Inequality-adjusted Human Development Index is calculated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. Calculated by HDRO from the 2010-2015 period life tables from UNDESA (2015a).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. Data refer to 2015 or the most recent year available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. Data refer to the most recent year available during the period specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. Data refer to a year earlier than 2010.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Human Development Index (HDI): A composite index measuring average achievement in three basic dimensions of human development—a long and healthy life, knowledge and a decent standard of living. See Technical note 1 at http://hdr.undp.org/sites/default/files/hdr2016_technical_notes.pdf  for details on how the HDI is calculated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality-adjusted HDI (IHDI): HDI value adjusted for inequalities in the three basic dimensions of human development. See Technical note 2 at http://hdr.undp.org/sites/default/files/hdr2016_technical_notes.pdf  for details on how the IHDI is calculated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Overall loss: Percentage difference between the IHDI value and the HDI value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Difference from HDI rank: Difference in ranks on the IHDI and the HDI, calculated only for countries for which an IHDI value is calculated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coefficient of human inequality: Average inequality in three basic dimensions of human development.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality in life expectancy: Inequality in distribution of expected length of life based on data from life tables estimated using the Atkinson inequality index. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality-adjusted life expectancy index: HDI life expectancy index value adjusted for inequality in distribution of expected length of life based on data from life tables listed in Main data sources.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality in education: Inequality in distribution of years of schooling based on data from household surveys estimated using the Atkinson inequality index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality-adjusted education index: HDI education index value adjusted for inequality in distribution of years of schooling based on data from household surveys listed in Main data sources.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality in income: Inequality in income distribution based on data from household surveys estimated using the Atkinson inequality index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality-adjusted income index: HDI income index value adjusted for inequality in income distribution based on data from household surveys listed in Main data sources.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quintile ratio: Ratio of the average income of the richest 20 percent of the population to the average income of the poorest 20 percent of the population.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Palma ratio: Ratio of the richest 10 percent of the population's share of gross national income (GNI) divided by the poorest 40 percent's share. It is based on the work of Palma (2011).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Gini coefficient: Measure of the deviation of the distribution of income among individuals or households within a country from a perfectly equal distribution. A value of 0 represents absolute equality, a value of 100 absolute inequality.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Column 1: HDRO calculations based on data from UNDESA (2015a), UNESCO Institute for Statistics (2016), United Nations Statistica Division (2016a), World Bank (2016a), Barro and Lee (2016) and IMF (2016).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Column 2: Calculated as the geometric mean of the values in inequality-adjusted life expectancy index, inequality-adjusted education index and inequality-adjusted income index using the methodology described in Technical note 2 (available at http://hdr.undp.org/sites/default/files/hdr2016_technical_notes.pdf).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 3: Calculated based on data in columns 1 and 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 4: Calculated based on IHDI and recalculated HDI ranks for countries for which an IHDI value is calculated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Column 5: Calculated as the arithmetic mean of the values in inequality in life expectancy, inequality in education and inequality in income using the methodology in Technical note 2 (available at http://hdr.undp.org/sites/default/files/hdr2016_technical_notes.pdf).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 6: Calculated based on abridged life tables from UNDESA (2015a). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 7: Calculated based on inequality in life expectancy and the HDI life expectancy index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 8 and 10: Calculated based on data from the Luxembourg Income Study database, Eurostat’s European Union Statistics on Income and Living Conditions, the World Bank’s International Income Distribution Database, ICF Macro Demographic and Health Surveys and United Nations Children’s Fund Multiple Indicator Cluster Surveys using the methodology in Technical note 2 (available at http://hdr.undp.org/sites/default/files/hdr2016_technical_notes.pdf).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 9: Calculated based on inequality in education and the HDI education index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 11: Calculated based on inequality in income and the HDI income index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 12 and 13: HDRO calculations based on data from World Bank (2016a).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 14: World Bank (2016a).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
