,Arab States,0.856,,—,,0.621,,0.726,,72.8,,69.1,,11.4,,12.1,,5.9,,7.6,,"5,455",,"23,810",
,East Asia and the Pacific,0.956,,—,,0.704,,0.736,,76.2,,72.3,,13.3,,13.0,,7.3,,8.0,,"9,569",,"14,582",
,Europe and Central Asia,0.951,,—,,0.733,,0.770,,76.3,,68.7,,13.7,,14.0,,9.9,,10.7,,"8,453",,"17,547",
,Latin America and the Caribbean,0.981,,—,,0.743,,0.757,,78.4,,72.0,,14.7,,13.8,,8.3,,8.3,,"10,053",,"18,091",
,South Asia,0.822,,—,,0.549,,0.667,,70.2,,67.4,,11.3,,11.1,,4.9,,7.8,,"2,278",,"9,114",
,Sub-Saharan Africa,0.877,,—,,0.488,,0.557,,60.2,,57.6,,9.1,,10.3,,4.5,,6.3,,"2,637",,"4,165",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,0.874,,—,,0.473,,0.541,,65.1,,62.1,,8.9,,9.9,,3.7,,5.2,,"1,792",,"2,994",
,Small island developing states,..,,—,,..,,..,,72.7,,67.9,,..,,..,,..,,..,,"5,223",,"9,256",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Organisation for Economic Co-operation and Development,0.974,,—,,0.873,,0.896,,82.9,,77.7,,16.2,,15.7,,11.7,,12.0,,"28,441",,"47,684",
,,,,,,,,,,,,,,,,,,,,,,,,,
,World,0.938,,—,,0.693,,0.738,,73.8,,69.6,,12.4,,12.3,,7.7,,8.8,,"10,306",,"18,555",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,,,,,,,
,"a. Because disaggregated income data are not available, data are crudely estimated. See Definitions and Technical note 3 at http://hdr.undp.org/sites/default/files/hdr2016_technical_notes.pdf for details on how the Gender Development Index is calculated.",,,,,,,,,,,,,,,,,,,,,,,,
,b. Countries are divided into five groups by absolute deviation from gender parity in HDI values.,,,,,,,,,,,,,,,,,,,,,,,,
,c. Data refer to 2015 or the most recent year available.,,,,,,,,,,,,,,,,,,,,,,,,
,"d. In calculating the HDI value, expected years of schooling is capped at 18 years.",,,,,,,,,,,,,,,,,,,,,,,,
,e. Updated by HDRO using Barro and Lee (2016) estimates.,,,,,,,,,,,,,,,,,,,,,,,,
,f. Updated by HDRO based on data from UNESCO Institute for Statistics (2016) and Barro and Lee (2016).,,,,,,,,,,,,,,,,,,,,,,,,
,"g. In calculating the male HDI value, estimated gross national income per capita is capped at $75,000.",,,,,,,,,,,,,,,,,,,,,,,,
,h. Based on Barro and Lee (2016).,,,,,,,,,,,,,,,,,,,,,,,,
,i. Updated by HDRO based on data from UNESCO Institute for Statistics (2016).,,,,,,,,,,,,,,,,,,,,,,,,
,j. Based on data from United Nations Children’s Fund (UNICEF) Multiple Indicator Cluster Surveys for 2006–2015.,,,,,,,,,,,,,,,,,,,,,,,,
,k. Updated by HDRO based on data from ICF Macro Demographic and Health Surveys for 2006-2015.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,,,,,,,
,Gender Development Index: Ratio of female to male HDI values. See Technical note 3 at http://hdr.undp.org/sites/default/files/hdr2016_technical_notes.pdf for details on how the Gender Development Index is calculated.,,,,,,,,,,,,,,,,,,,,,,,,
,Gender Development Index groups: Countries are divided into five groups by absolute deviation from gender parity in HDI values. Group 1 comprises countries with high equality in HDI achievements between women and men (absolute deviation of less than 2.5 percent); group 2 comprises countries with medium to high equality in HDI achievements between women and men (absolute deviation of 2.5-5 percent); group 3 comprises countries with medium equality in HDI achievements between women and men (absolute deviation of 5-7.5 percent); group 4 comprises countries with medium to low equality in HDI achievements between women and men (absolute deviation of 7.5-10 percent); and group 5 comprises countries with low equality in HDI achievements between women and men (absolute deviation from gender parity of more than 10 percent).,,,,,,,,,,,,,,,,,,,,,,,,
,"Human Development Index (HDI): A composite index measuring average achievement in three basic dimensions of human development—a long and healthy life, knowledge and a decent standard of living. See Technical note 1 at http://hdr.undp.org/sites/default/files/hdr2016_technical_notes.pdf  for details on how the HDI is calculated.",,,,,,,,,,,,,,,,,,,,,,,,
,Life expectancy at birth: Number of years a newborn infant could expect to live if prevailing patterns of age-specific mortality rates at the time of birth stay the same throughout the infant’s life.,,,,,,,,,,,,,,,,,,,,,,,,
,Expected years of schooling: Number of years of schooling that a child of school entrance age can expect to receive if prevailing patterns of age-specific enrolment rates persist throughout the child’s life.,,,,,,,,,,,,,,,,,,,,,,,,
,"Mean years of schooling: Average number of years of education received by people ages 25 and older, converted from educational attainment levels using official durations of each level.",,,,,,,,,,,,,,,,,,,,,,,,
,"Estimated gross national income per capita: Derived from the ratio of female to male wages, female and male shares of economically active population and GNI (in 2011 purchasing power parity terms). See Technical note 3 at http://hdr.undp.org/sites/default/files/hdr2016_technical_notes.pdf for details.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,,,,,,,
,Column 1: Calculated based on data in columns 3 and 4.,,,,,,,,,,,,,,,,,,,,,,,,
,Column 2: Calculated based on data in column 1.,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 3 and 4: HDRO calculations based on data from UNDESA (2015a), UNESCO Institute for Statistics (2016),  Barro and Lee (2016), World Bank (2016a), ILO (2016a) and IMF (2016).",,,,,,,,,,,,,,,,,,,,,,,,
,Columns 5 and 6: UNDESA (2015a). ,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 7 and 8: UNESCO Institute for Statistics (2016), ICF Macro Demographic and Health Surveys and UNICEF Multple Indicator Cluster Surveys.",,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 9 and 10: UNESCO Institute for Statistics (2016), Barro and Lee (2016), ICF Macro Demographic and Health Surveys and UNICEF Multple Indicator Cluster Surveys.",,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 11 and 12: HDRO calculations based on ILO (2016a), UNDESA (2015a), World Bank (2016a) and IMF (2016).",,,,,,,,,,,,,,,,,,,,,,,,
