,Medium human development,43.0,,10,,18,,35.0,,35.5,,44.6,,147,,215,,7.1,,22.7,,1.6,,17.8,,7.3,,1.8,
,Low human development,37.8,,15,,29,,36.7,,57.3,,84.0,,269,,316,,71.0,,46.8,,3.0,,16.3,,1.8,,1.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing countries,37.7,,9,,17,,28.3,,34.4,,45.8,,133,,190,,14.2,,18.4,,1.6,,18.9,,11.5,,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,31.4,,8,,16,,23.3,,26.8,,34.9,,118,,169,,..,,7.1,,0.1,,18.6,,15.6,,3.0,
,East Asia and the Pacific,31.4,,4,,7,,18.4,,14.9,,17.9,,90,,134,,1.8,,11.3,,0.5,,19.2,,15.4,,3.0,
,Europe and Central Asia,27.4,,4,,6,,12.5,,18.2,,20.5,,97,,210,,..,,5.7,,0.5,,19.0,,25.8,,3.7,
,Latin America and the Caribbean,32.9,,6,,8,,13.0,,15.1,,17.8,,92,,176,,..,,2.7,,0.5,,21.8,,19.6,,3.6,
,South Asia,46.6,,11,,19,,37.9,,40.7,,50.8,,137,,202,,4.4,,20.7,,0.1,,17.9,,6.8,,1.6,
,Sub-Saharan Africa,38.7,,15,,28,,34.9,,56.1,,82.2,,288,,331,,73.2,,48.4,,5.1,,16.2,,1.9,,2.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,46.1,,11,,21,,37.9,,51.0,,72.0,,208,,254,,47.9,,39.5,,1.9,,17.3,,1.8,,1.8,
,SIDS,35.7,,13,,24,,22.8,,34.9,,44.9,,148,,212,,..,,15.4,,1.0,,20.7,,22.5,,5.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OECD,..,,3,,6,,..,,5.9,,6.9,,..,,..,,..,,0.8,,0.3,,24.0,,27.7,,7.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,37.7,,9,,16,,26.9,,31.6,,41.7,,127,,183,,..,,15.5,,1.5,,20.4,,14.9,,6.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,a. Data refer to the most recent year available during the period specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. Data are annual average of projected values for 2010-2015.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. Refers to a year earlier than that specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. Refers to 2013.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. Based on small denominators (typically 25–49 unweighted cases).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. 0.1 or less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Infants exclusively breastfed: Percentage of children ages 0–5 months who are fed exclusively with breast milk in the 24 hours prior to the survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Infants lacking immunization against DPT: Percentage of surviving infants who have not received their first dose of diphtheria, pertussis and tetanus vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Infants lacking immunization against measles: Percentage of surviving infants who have not received the first dose of measles vaccine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Child malnutrition (stunting moderate or severe): Percentage of children ages 0–59 months who are more than two standard deveiations below the median height-for-age of the World Health Organization Child Growth Standards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Infant mortality rate: Probability of dying between birth and exactly age 1, expressed per 1,000 live births.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Under-five mortality rate: Probability of dying between birth and exactly age 5, expressed per 1,000 live births.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adult mortality rate: Probability that a 15-year-old will die before reaching age 60, expressed per 1,000 people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Deaths due to malaria: Number of deaths due to malaria from confirmed and probable cases, expressed per 100,000 people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Deaths due to tuberculosis: Number of deaths due to tuberculosis from confirmed and probable cases, expressed per 100,000 people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"HIV prevalence, adult: Percentage of the population ages 15–49 that is living with HIV.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Life expectancy at age 60: Additional number of years that a 60-year-old could expect to live if prevailing patterns of age-specific mortality rates stay the same throughout the rest of his or her life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Physicians: Number of medical doctors (physicians), both generalists and specialists, expressed per 10,000 people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Public health expenditure: Current and capital spending on health from government (central and local) budgets, external borrowing and grants (including donations from international agencies and nongovernmental organizations) and social (or compulsory) health insurance funds, expressed as a percentage of GDP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 1 and 4: UNICEF (2016).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 2 and 3: WHO and UNICEF (2016).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 5 and 6: UN Inter-agency Group for Child Mortality Estimation (2015).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 7, 8, 11, 13 and 14: World Bank (2016a). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 9: United Nations Statistics Division (2016b).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 10: United Nations Statistics Division (2016c). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 12: UNDESA (2015a). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
