,Medium human development,55.7,,2.3,,-2.7,,0.7,,4.27,,-0.7,,0.8,,-0.8,,"90,399",,27.2,,92.7,,170.7,
,Low human development,45.5,,2.5,,-1.7,,3.5,,3.20,,-1.1,,1.6,,-3.2,,"23,496",,19.0,,67.4,,87.8,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing countries,52.9,,2.5,,-0.9,,0.4,,1.57,,-0.4,,1.6,,-1.1,,"431,046",,36.2,,92.9,,78.5,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,86.4,,1.7,,4.2,,1.6,,2.42,,-0.2,,8.9,,-0.3,,"75,244",,40.0,,111.0,,46.1,
,East Asia and the Pacific,48.9,,2.4,,-0.2,,0.1,,0.83,,-0.4,,0.4,,-1.5,,"142,574",,44.9,,101.5,,335.8,
,Europe and Central Asia,69.0,,3.2,,-1.2,,0.6,,2.09,,1.3,,6.7,,-1.3,,"77,823",,52.3,,114.9,,26.5,
,Latin America and the Caribbean,46.2,,3.5,,-3.7,,0.1,,1.33,,-0.6,,1.3,,-0.2,,"81,828",,54.4,,110.6,,14.1,
,South Asia,46.0,,1.7,,-2.6,,0.5,,3.85,,-0.7,,0.8,,-0.8,,"17,393",,24.5,,79.0,,58.1,
,Sub-Saharan Africa,55.6,,2.6,,-2.3,,2.5,,2.63,,-0.1,,1.9,,-1.3,,"33,743",,22.2,,76.4,,71.4,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,56.5,,3.9,,-3.0,,4.7,,4.57,,-1.0,,1.3,,-2.2,,"26,440",,12.6,,68.3,,254.2,
,,,,,,,,,,,,,,,,,,,,,,,,,
,SIDS,65.4,,3.7,,..,,1.6,,6.43,,-2.5,,1.9,,0.5,,"18,684",,29.7,,71.0,,38.4,
,OECD,55.1,,2.6,,-0.1,,..,,0.32,,2.1,,10.0,,3.3,,"641,075",,77.2,,115.9,,9.0,
,,,,,,,,,,,,,,,,,,,,,,,,,
,World,56.7,,2.8,,-0.2,,0.4,,0.76,,0.0,,3.3,,0.3,,"1,107,339",,43.7,,98.5,,59.1,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,,,,,,,
,a. A negative value refers to net official development assistance disbursed by donor countries.,,,,,,,,,,,,,,,,,,,,,,,,
,b. Data refer to 2015 or the most recent year available.,,,,,,,,,,,,,,,,,,,,,,,,
,c. Data refer to 2014 or the most recent year available.,,,,,,,,,,,,,,,,,,,,,,,,
,d. Data are average annual estimates for 2010-2015.,,,,,,,,,,,,,,,,,,,,,,,,
,e. Data refer to 2013 or the most recent year available.,,,,,,,,,,,,,,,,,,,,,,,,
,f. Includes Svalbard and Jan Mayen Islands.,,,,,,,,,,,,,,,,,,,,,,,,
,"g. Includes Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",,,,,,,,,,,,,,,,,,,,,,,,
,h. Includes Åland Islands.,,,,,,,,,,,,,,,,,,,,,,,,
,"i. Includes Canary Islands, Ceuta and Melilla.",,,,,,,,,,,,,,,,,,,,,,,,
,j. Includes Northern Cyprus.,,,,,,,,,,,,,,,,,,,,,,,,
,k. Includes Sabah and Sarawak.,,,,,,,,,,,,,,,,,,,,,,,,
,"l. Includes Agalega, Rodrigues and Saint Brandon.",,,,,,,,,,,,,,,,,,,,,,,,
,m. Includes Kosovo.,,,,,,,,,,,,,,,,,,,,,,,,
,n. Includes Abkhazia and South Ossetia.,,,,,,,,,,,,,,,,,,,,,,,,
,o. Includes Nagorno-Karabakh.,,,,,,,,,,,,,,,,,,,,,,,,
,p. Includes Crimea.,,,,,,,,,,,,,,,,,,,,,,,,
,q. Includes Transnistria.,,,,,,,,,,,,,,,,,,,,,,,,
,r. Includes East Jerusalem.,,,,,,,,,,,,,,,,,,,,,,,,
,s. Includes East Jerusalem. Refugees are not part of the foreign-born migrant stock in the State of Palestine.,,,,,,,,,,,,,,,,,,,,,,,,
,t. Includes Zanzibar.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,,,,,,,
,"Exports and imports: Sum of exports and imports of goods and services, expressed as a percentage of gross domestic product (GDP). It is a basic indicator of openness to foreign trade and economic integration and indicates the dependence of domestic producers on foreign demand (exports) and of domestic consumers and producers on foreign supply (imports), relative to the country’s economic size (GDP).",,,,,,,,,,,,,,,,,,,,,,,,
,"Foreign direct investment, net inflows: Sum of equity capital, reinvestment of earnings, other long-term capital and short-term capital, expressed as a percentage of GDP.",,,,,,,,,,,,,,,,,,,,,,,,
,"Private capital flows: Net foreign direct investment and portfolio investment, expressed as a percentage of GDP.",,,,,,,,,,,,,,,,,,,,,,,,
,"Net official development assistance received: Disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies to promote economic development and welfare in countries and territories on the Development Assistance Committee list of aid recipients, expressed as a percentage of the recipient country’s gross national income (GNI).",,,,,,,,,,,,,,,,,,,,,,,,
,"Remittances, inflows: Earnings and material resources transferred by international migrants or refugees to recipients in their country of origin or countries in which the migrant formerly resided.",,,,,,,,,,,,,,,,,,,,,,,,
,"Net migration rate: Ratio of the difference between the number of in-migrants and out-migrants from a country to the average population, expressed per 1,000 people.",,,,,,,,,,,,,,,,,,,,,,,,
,"Stock of immigrants: Ratio of the stock of immigrants into a country, expressed as a percentage of the country's population. The definition of immigrant varies across countries but generally includes the stock of foreign-born people, the stock of foreign people (according to citizenship) or a combination of the two. ",,,,,,,,,,,,,,,,,,,,,,,,
,"International student mobility: Total number of tertiary students from abroad (inbound students) studying in a given country minus the number of students at the same level of education from that country studying abroad (outbound students), expressed as a percentage of total tertiary enrolment in the country.",,,,,,,,,,,,,,,,,,,,,,,,
,"International inbound tourists: Arrivals of nonresident visitors (overnight visitors, tourists, same-day visitors and excursionists) at national borders.",,,,,,,,,,,,,,,,,,,,,,,,
,Internet users: People with access to the worldwide network.,,,,,,,,,,,,,,,,,,,,,,,,
,"Mobile phone subscriptions: Number of subscriptions for the mobile phone service, expressed per 100 people.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 1, 2, 4, 5 and 9: World Bank (2016a). ",,,,,,,,,,,,,,,,,,,,,,,,
,Column 3: HDRO calculations based on data from World Bank (2016a). ,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 6 and 7: UNDESA (2015b). ,,,,,,,,,,,,,,,,,,,,,,,,
,Column 8: UNESCO Institute for Statistics (2016). ,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 10 and 11: ITU (2016). ,,,,,,,,,,,,,,,,,,,,,,,,
,Column 12: HDRO calculations based on data from ITU (2016). ,,,,,,,,,,,,,,,,,,,,,,,,
