,Sub-Saharan Africa,65.2,,70.4,,..,,..,,7.8,,12.5,,..,,..,,27.4,,70.0,,89,,20.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,66.9,,71.1,,..,,..,,6.2,,11.4,,..,,..,,24.5,,75.7,,85,,19.5,,,,
,SIDS,57.9,,63.0,,..,,..,,7.9,,18.2,,..,,..,,..,,..,,..,,29.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OECD,55.6,,59.6,,4.8,,72.3,,6.9,,14.7,,15.0,,..,,..,,..,,122,,87.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,59.3,,62.9,,26.2,,50.4,,5.9,,13.8,,..,,46.3,T,..,,32.5,,103,,64.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,
,a. Modeled International Labour Organization estimates.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. Data refer to the most recent year available during the period specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"c. Because statutory pension ages differ by country, cross-country comparisons should be made with caution.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. Refers to population ages 16-24.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. Refers to population ages 15-29.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. Differs from standard definition or refers to only part of a country.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,g. Refers to years or periods other than those specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h. Refers to population ages 14-24.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i. Refers to population ages 10-24.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,j. Refers to population ages 14-28.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,k. Refers to population ages 18-35.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,l. Refers to population ages 12-30.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m. Refers to 2002.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n. Refers to 2001.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T. From original data source,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Employment to population ratio: Percentage of the population ages 15 years and older that is employed.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Labour force participation rate: Percentage of a country’s working-age population that engages actively in the labour market, either by working or looking for work. It provides an indication of the relative size of the supply of labour available to engage in the production of goods and services.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Employment in agriculture: Share of total employment that is employed in agriculture.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Employment in services: Share of total employment that is employed in services.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total unemployment rate: Percentage of the labour force population ages 15 and older that is not in paid employment or self-employed but is available for work and has taken steps to seek paid employment or self-employment.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Youth unemployment rate: Percentage of the labour force population ages 15–24 that is not in paid employment or self-employed but is available for work and has taken steps to seek paid employment or self-employment.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Youth not in school or employment: Percentage of people ages 15–24 who are not in employment or in education or training.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vulnerable employment: Percentage of employed people engaged as unpaid family workers and own-account workers.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Child labour: Percentage of children ages 5–11 who, during the reference week, engaged in at least one hour of economic activity or at least 28 hours of household chores, or children ages 12–14 who, during the reference week, engaged in at least 14 hours of economic activity or at least 28 hours of household chores.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Working poor at PPP$3.10 a day: Proportion of employed people who live on less than $3.10 (in purchasing power parity terms) a day, expressed as a percentage of the total employed population ages 15 and older.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mandatory paid maternity leave: Number of days of paid time off work to which a female employee is entitled to take care of a newborn child.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Old-age pension recipients: Proportion of people older than the statutory pensionable age receiving an old-age pension (contributory, noncontributory or both), expressed as a percentage of the eligible population.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 1-8 and 10: ILO (2016a).,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 9: UNICEF (2016). ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 11: World Bank (2016b). ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 12: ILO (2016c). ,,,,,,,,,,,,,,,,,,,,,,,,,,,
