160,Comoros,,0.8,,1.1,,2.4,,2.4,,28.3,,0.1,,0.4,,0.0,,19.7,,70.7,,4.9,,5.2,,4.6,,,,,,,,,,
160,Lesotho,,2.1,,2.5,,0.7,,1.2,,27.3,,0.3,,1.3,,0.1,,21.0,,60.3,,6.9,,3.8,,3.3,,,,,,,,,,
162,Senegal,,15.1,,22.8,,2.7,,3.1,,43.7,,2.6,,8.1,,0.4,,18.0,,82.1,,5.5,,5.4,,5.2,,,,,,,,,,
163,Haiti,,10.7,,12.6,,1.6,,1.4,,58.6,,1.2,,6.6,,0.5,,23.0,,54.8,,7.5,,4.0,,3.1,,,,,,,,,,
163,Uganda,,39.0,,61.9,,3.3,,3.3,,16.1,,7.3,,19.3,,1.0,,15.9,,97.3,,5.0,,6.7,,5.9,,,,,,,,,,
165,Sudan,,40.2,,56.4,,2.6,,2.2,,33.8,,6.0,,22.6,,1.3,,19.4,,72.1,,5.9,,5.3,,4.5,,,,,,,,,,
166,Togo,,7.3,,10.5,,2.7,,2.7,,40.0,,1.2,,4.0,,0.2,,18.7,,76.8,,5.0,,5.3,,4.7,,,,,,,,,,
167,Benin,,10.9,,15.6,,3.3,,2.7,,44.0,,1.7,,6.0,,0.3,,18.6,,76.7,,5.3,,5.8,,4.9,,,,,,,,,,
168,Yemen,,26.8,,36.3,,2.8,,2.6,,34.6,,3.9,,15.3,,0.7,,19.3,,70.7,,4.9,,6.0,,4.4,,,,,,,,,,
169,Afghanistan,,32.5,,43.9,,4.3,,3.0,,26.7,,5.0,,17.4,,0.8,,17.5,,82.3,,4.6,,7.2,,5.1,,,,,,,,,,
170,Malawi,,17.2,,26.6,,2.6,,3.1,,16.3,,3.0,,8.8,,0.6,,17.2,,87.9,,6.7,,6.1,,5.3,,,,,,,,,,
171,Côte d'Ivoire,,22.7,,32.1,,1.9,,2.4,,54.2,,3.7,,12.4,,0.7,,18.4,,77.9,,5.6,,5.7,,5.1,,,,,,,,,,
172,Djibouti,,0.9,,1.1,,1.5,,1.3,,77.3,,0.1,,0.6,,0.0,,23.6,,51.9,,6.6,,4.2,,3.3,,,,,,,,,,
173,Gambia,,2.0,,3.1,,3.2,,3.2,,59.6,,0.4,,1.0,,0.0,,16.8,,89.7,,4.5,,5.9,,5.8,,,,,,,,,,
174,Ethiopia,,99.4,,138.3,,2.8,,2.5,,19.5,,14.6,,54.7,,3.5,,18.6,,75.2,,6.3,,6.1,,4.6,,,,,,,,,,
175,Mali,,17.6,,27.4,,3.1,,3.0,,39.9,,3.3,,8.8,,0.4,,16.2,,95.1,,5.0,,6.9,,6.4,,,,,,,,,,
176,Congo (Democratic Republic of the),,77.3,,120.3,,3.1,,3.2,,42.5,,13.9,,39.4,,2.3,,16.9,,90.1,,5.8,,7.0,,6.2,,,,,,,,,,
177,Liberia,,4.5,,6.4,,2.5,,2.6,,49.7,,0.7,,2.5,,0.1,,18.6,,77.4,,5.5,,5.7,,4.8,,,,,,,,,,
178,Guinea-Bissau,,1.8,,2.5,,2.1,,2.4,,49.3,,0.3,,1.0,,0.1,,19.4,,72.8,,5.7,,5.6,,5.0,,,,,,,,,,
179,Eritrea,,5.2,,7.3,,3.4,,2.2,,22.6,,0.8,,2.9,,0.1,,18.6,,78.4,,4.8,,5.1,,4.4,,,,,,,,,,
179,Sierra Leone,,6.5,,8.6,,4.4,,2.2,,39.9,,1.0,,3.5,,0.2,,18.5,,77.1,,4.9,,6.0,,4.8,,,,,,,,,,
181,Mozambique,,28.0,,41.4,,2.9,,2.8,,32.2,,4.8,,14.4,,0.9,,17.1,,88.2,,6.5,,5.8,,5.5,,,,,,,,,,
181,South Sudan,,12.3,,17.8,,3.8,,4.1,,18.8,,2.0,,6.7,,0.4,,18.6,,77.3,,6.4,,6.0,,5.2,,,,,,,,,,
183,Guinea,,12.6,,18.3,,1.9,,2.7,,37.2,,2.0,,6.9,,0.4,,18.5,,78.2,,5.6,,5.9,,5.1,,,,,,,,,,
184,Burundi,,11.2,,17.4,,3.2,,3.3,,12.1,,2.1,,5.9,,0.3,,17.6,,85.0,,4.7,,6.9,,6.1,,,,,,,,,,
185,Burkina Faso,,18.1,,27.2,,2.9,,2.9,,29.9,,3.1,,9.4,,0.4,,17.0,,87.6,,4.6,,6.4,,5.6,,,,,,,,,,
186,Chad,,14.0,,21.9,,3.8,,3.3,,22.5,,2.6,,7.0,,0.3,,16.0,,95.8,,4.9,,7.2,,6.3,,,,,,,,,,
187,Niger,,19.9,,36.0,,3.7,,4.0,,18.7,,4.1,,9.3,,0.5,,14.8,,107.5,,5.5,,7.7,,7.6,,,,,,,,,,
188,Central African Republic,,4.9,,6.5,,1.7,,2.0,,40.0,,0.7,,2.8,,0.2,,20.0,,68.4,,6.8,,5.3,,4.4,,,,,,,,,,
,Other countries or territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),,25.2,,26.7,,0.8,,0.5,,60.9,,1.7,,17.4,,2.4,,33.9,,30.5,,13.8,,2.0,,2.0,,,,,,,,,,
,Marshall Islands,,0.1,,0.1,,0.0,,0.2,,72.7,,..,,..,,..,,..,,..,,..,,..,,..,,,,,,,,,,
,Monaco,,0.0,,0.0,,1.0,,0.5,,100.0,,..,,..,,..,,..,,..,,..,,..,,..,,,,,,,,,,
,Nauru,,0.0,,0.0,,0.1,,0.4,,100.0,,..,,..,,..,,..,,..,,..,,..,,..,,,,,,,,,,
,San Marino,,0.0,,0.0,,1.3,,0.7,,94.2,,..,,..,,..,,..,,..,,..,,..,,..,,,,,,,,,,
,Somalia,,10.8,,16.5,,2.7,,2.4,,39.6,,2.0,,5.4,,0.3,,16.5,,92.5,,5.6,,7.4,,6.6,,,,,,,,,,
,Tuvalu,,0.0,,0.0,,0.6,,0.2,,59.7,,..,,..,,..,,..,,..,,..,,..,,..,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Very high human development,,"1,350.1",,"1,414.3",,0.6,,0.5,,80.4,,77.1,,870.8,,225.3,,40.2,,25.7,,25.2,,1.6,,1.7,,,,,,,,,,
,High human development,,"2,379.4",,"2,524.4",,0.8,,0.8,,62.7,,165.3,,"1,683.6",,210.4,,34.4,,28.3,,12.4,,1.8,,1.8,,,,,,,,,,
,Medium human development,,"2,622.3",,"3,124.5",,1.7,,1.4,,38.5,,269.8,,"1,696.4",,138.2,,25.9,,46.4,,8.1,,3.2,,2.7,,,,,,,,,,
,Low human development,,929.2,,"1,361.4",,2.8,,2.7,,35.8,,153.3,,496.3,,27.7,,17.9,,81.7,,5.6,,6.0,,5.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing countries,,"6,071.2",,"7,178.3",,1.5,,1.4,,48.5,,601.1,,"3,971.0",,385.6,,28.1,,42.9,,9.7,,2.9,,2.7,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,,387.6,,504.2,,2.2,,2.1,,57.9,,48.4,,242.3,,16.8,,24.3,,53.0,,7.0,,3.6,,3.4,,,,,,,,,,
,East Asia and the Pacific,,"2,041.6",,"2,176.5",,0.8,,0.7,,52.9,,144.1,,"1,448.7",,171.3,,34.3,,28.5,,11.8,,1.8,,1.8,,,,,,,,,,
,Europe and Central Asia,,239.4,,255.4,,0.5,,1.0,,60.3,,20.1,,162.4,,22.1,,32.3,,33.9,,13.6,,2.0,,2.1,,,,,,,,,,
,Latin America and the Caribbean,,629.0,,715.5,,1.4,,1.1,,79.8,,53.1,,419.3,,47.5,,29.3,,38.7,,11.3,,2.5,,2.2,,,,,,,,,,
,South Asia,,"1,823.0",,"2,147.4",,1.7,,1.4,,34.8,,180.1,,"1,185.8",,98.5,,26.1,,45.4,,8.3,,3.2,,2.6,,,,,,,,,,
,Sub-Saharan Africa,,949.5,,"1,378.0",,2.7,,2.7,,37.9,,155.2,,511.8,,29.3,,18.3,,79.8,,5.7,,5.7,,5.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,,954.4,,"1,325.9",,2.5,,2.4,,31.5,,139.6,,538.7,,34.1,,19.9,,70.8,,6.3,,5.1,,4.3,,,,,,,,,,
,SIDS,,55.7,,63.9,,1.3,,1.2,,55.5,,5.5,,35.5,,4.0,,27.9,,45.2,,11.3,,3.1,,2.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OECD,,"1,276.4",,"1,359.2",,0.7,,0.6,,80.3,,76.3,,813.5,,207.1,,39.1,,27.7,,24.8,,1.8,,1.8,,,,,,,,,,
,World,,"7,349.5",T,"8,500.8",T,1.2,T,1.2,T,54.0,T,670.9,T,"4,825.5",T,608.2,T,29.6,T,39.7,T,12.6,T,2.6,T,2.5,T,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"a. Because data are based on national definitions of what constitutes a city or metropolitan area, cross-country comparison should be made with caution.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. Projections based on medium-fertility variant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. Includes Svalbard and Jan Mayen Islands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"d. Includes Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. Includes Åland Islands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"f. Includes Canary Islands, Ceuta and Melilla.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,g. Includes Northern Cyprus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h. Includes Sabah and Sarawak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"i. Includes Agalega, Rodrigues and Saint Brandon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,j. Includes Kosovo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,k. Includes Abkhazia and South Ossetia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,l. Includes Nagorno-Karabakh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m. Includes Crimea.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n. Includes Transnistria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,o. Includes East Jerusalem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,p. Includes Zanzibar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T. From original data source.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Total population: De facto population in a country, area or region as of 1 July. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Population average annual growth: Average annual exponential growth rate for the period specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Urban population: De facto population living in areas classified as urban according to the criteria used by each country or area as of 1 July. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Population under age 5: De facto population in a country, area or region under age 5 as of 1 July.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Population ages 15–64: De facto population in a country, area or region ages 15–64 as of 1 July.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Population ages 65 and older: De facto population in a country, area or region ages 65 and older as of 1 July.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Median age: Age that divides the population distribution into two equal parts—that is, 50 percent of the population is above that age and 50 percent is below it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Young age dependency ratio: Ratio of the population ages 0–14 to the population ages 15–64, expressed as the number of dependants per 100 people of working age (ages 15–64).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Old-age dependency ratio: Ratio of the population ages 65 and older to the population ages 15–64, expressed as the number of dependants per 100 people of working age (ages 15–64).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total fertility rate: Number of children who would be born to a woman if she were to live to the end of her child-bearing years and bear children at each age in accordance with prevailing age-specific fertility rates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 1-4 and 6-13: UNDESA (2015a).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 5: UNDESA (2014). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
